1429	995	 what is the TOPIC_ENTITY 's genre 's recording ?
1310	729	 what is the TOPIC_ENTITY 's artist 's album ?
270	909	 what is the album of TOPIC_ENTITY 's album ?
1173	918 824 1131 1519 142 1315 1193 940 602 670 531	 what is the release of TOPIC_ENTITY 's releases ?
531	660 1131 1299 1001 1619	 what is the TOPIC_ENTITY 's recording 's recording ?
1121	639 918 729 184 1539 935 281 1519 234 1377 1630	 what is the artist of TOPIC_ENTITY 's release ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1577	878 536 937	 what is the TOPIC_ENTITY 's track_list 's tracks ?
531	1131 639 865 285 184	 what is the recording of TOPIC_ENTITY 's recording ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
120	1131 729 531 1781 1630	 what is the TOPIC_ENTITY 's recording 's artist ?
167	1131 378 531 248 900	 what is the TOPIC_ENTITY 's recording 's releases ?
1675	878 1577 1710	 what is the recordings of TOPIC_ENTITY 's track_list ?
1025	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 336 959 935 1666 184 1539 135 1121 1236 281 1519	 what is the notable_types of TOPIC_ENTITY 's appears_in_topic_gallery ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1432	1027	 what is the releases of TOPIC_ENTITY 's label ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
1662	322	 what is the recording of TOPIC_ENTITY 's nationality ?
1144	1523	 what is the tracks of TOPIC_ENTITY 's country ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1167	268 1411 729 1343 1189 331 235 1572 843 777 1630	 what is the TOPIC_ENTITY 's tracks 's tracks ?
336	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 959 935 1666 184 1539 135 1121 1236 281 1519	 what is the TOPIC_ENTITY 's appears_in_topic_gallery 's release ?
1226	1128	 what is the label of TOPIC_ENTITY 's lyricist ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
1579	322	 what is the TOPIC_ENTITY 's nationality 's contains ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
159	81	 what is the tracks of TOPIC_ENTITY 's place_of_birth ?
1042	1192 977 1342 1079	 what is the TOPIC_ENTITY 's track 's tracks ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
376	1523	 what is the teams of TOPIC_ENTITY 's country ?
1310	729	 what is the TOPIC_ENTITY 's artist 's album ?
977	1192 1342 1042 1079	 what is the song of TOPIC_ENTITY 's track ?
1245	1715 767	 what is the TOPIC_ENTITY 's pertains_to 's track_performances ?
1521	1499 1586	 what is the TOPIC_ENTITY 's colors 's notable_types ?
243	81 672	 what is the canonical_version of TOPIC_ENTITY 's place_of_birth ?
270	909	 what is the TOPIC_ENTITY 's album 's album ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
539	90	 what is the TOPIC_ENTITY 's platform 's games ?
235	268 1411 729 1343 1189 331 1167 1572 843 777 1630	 what is the TOPIC_ENTITY 's tracks 's recordings ?
539	90	 what is the games of TOPIC_ENTITY 's platform ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1212	130 57 1717 1086 368	 what is the appears_in_topic_gallery of TOPIC_ENTITY 's canonical_version ?
235	268 1411 729 1343 1189 331 1167 1572 843 777 1630	 what is the recordings of TOPIC_ENTITY 's tracks ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
248	378	 what is the recording of TOPIC_ENTITY 's releases ?
1170	471	 what is the TOPIC_ENTITY 's song 's song ?
1343	268	 what is the TOPIC_ENTITY 's recordings 's recordings ?
931	287	 what is the teams of TOPIC_ENTITY 's subjects ?
1299	660	 what is the TOPIC_ENTITY 's versions 's versions ?
1579	322	 what is the contains of TOPIC_ENTITY 's nationality ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
17	1739	 what is the TOPIC_ENTITY 's place 's place ?
1577	878	 what is the tracks of TOPIC_ENTITY 's track_list ?
937	878 953 1710	 what is the notable_types of TOPIC_ENTITY 's track_list ?
184	639	 what is the notable_types of TOPIC_ENTITY 's notable_types ?
86	471 918 1411 1131 1170 1452 1643 782 881 1519 124 1315 1438 1167 750 851 602 1590 531	 what is the song of TOPIC_ENTITY 's tracks ?
1310	729	 what is the album of TOPIC_ENTITY 's artist ?
1310	729	 what is the TOPIC_ENTITY 's artist 's album ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
157	892 596 219	 what is the TOPIC_ENTITY 's track 's release ?
270	909	 what is the album of TOPIC_ENTITY 's album ?
539	90	 what is the games of TOPIC_ENTITY 's platform ?
1299	660	 what is the TOPIC_ENTITY 's versions 's versions ?
401	73	 what is the TOPIC_ENTITY 's written_by 's profession ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
376	1523	 what is the TOPIC_ENTITY 's country 's teams ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
1189	268 1411 729 1343 331 235 1167 1572 843 777 1630	 what is the TOPIC_ENTITY 's recordings 's tracks ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
1775	130 729 1717 862 1630	 what is the artist of TOPIC_ENTITY 's canonical_version ?
456	322	 what is the art_form of TOPIC_ENTITY 's nationality ?
1365	476	 what is the TOPIC_ENTITY 's region 's tracks ?
536	878 1577 937	 what is the canonical_version of TOPIC_ENTITY 's track_list ?
1373	1200	 what is the TOPIC_ENTITY 's related_type 's related_type ?
602	918 1131 1519 1315 531	 what is the release of TOPIC_ENTITY 's recording ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1135	892	 what is the TOPIC_ENTITY 's track 's label ?
1086	130 57 1717 1212 368	 what is the TOPIC_ENTITY 's appears_in_topic_gallery 's canonical_version ?
1646	163	 what is the recording of TOPIC_ENTITY 's netflix_genres ?
1418	347	 what is the canonical_version of TOPIC_ENTITY 's origin ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1135	892	 what is the TOPIC_ENTITY 's track 's label ?
1710	878 937 953	 what is the artist of TOPIC_ENTITY 's track_list ?
123	471 918 1411 1131 479 64 1110 177 809 928 1753 204 1425 169 522	 what is the TOPIC_ENTITY 's release 's track ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1323	322	 what is the tracks of TOPIC_ENTITY 's nationality ?
1438	471 918 1411 1131 1170 1452 1643 782 881 1519 124 1315 86 1167 750 851 602 1590 531	 what is the TOPIC_ENTITY 's tracks 's release ?
1731	576 1283	 what is the artist of TOPIC_ENTITY 's genre ?
1189	268 1411 729 1343 331 235 1167 1572 843 777 1630	 what is the tracks of TOPIC_ENTITY 's recordings ?
243	81 672	 what is the TOPIC_ENTITY 's place_of_birth 's canonical_version ?
192	1700	 what is the TOPIC_ENTITY 's containedby 's notable_types ?
965	615	 what is the TOPIC_ENTITY 's versions 's versions ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1731	576 1283	 what is the artist of TOPIC_ENTITY 's genre ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
1769	1345	 what is the olympic_games_contested of TOPIC_ENTITY 's athletes ?
1646	163	 what is the recording of TOPIC_ENTITY 's netflix_genres ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
526	287	 what is the TOPIC_ENTITY 's subjects 's releases ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1167	1411 639 1010 1048 184	 what is the tracks of TOPIC_ENTITY 's tracks ?
1252	1165	 what is the TOPIC_ENTITY 's place_of_death 's notable_types ?
1429	995	 what is the TOPIC_ENTITY 's genre 's recording ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
766	518	 what is the editions of TOPIC_ENTITY 's editions ?
1769	1345	 what is the olympic_games_contested of TOPIC_ENTITY 's athletes ?
1579	322	 what is the contains of TOPIC_ENTITY 's nationality ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
931	287	 what is the TOPIC_ENTITY 's subjects 's teams ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1534	945 1733 351 1104	 what is the TOPIC_ENTITY 's athletes 's teams ?
539	90	 what is the games of TOPIC_ENTITY 's platform ?
1579	322	 what is the TOPIC_ENTITY 's nationality 's contains ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
940	918 824 1131 1519 142 1315 1173 1193 602 670 531	 what is the TOPIC_ENTITY 's releases 's recording ?
668	878	 what is the TOPIC_ENTITY 's track_list 's releases ?
1717	130	 what is the TOPIC_ENTITY 's canonical_version 's canonical_version ?
1731	576 1283	 what is the TOPIC_ENTITY 's genre 's artist ?
376	1523	 what is the teams of TOPIC_ENTITY 's country ?
550	1700	 what is the recording of TOPIC_ENTITY 's containedby ?
865	1745 1131 639 1051 85 1655 1747 531 1371 285 184	 what is the notable_types of TOPIC_ENTITY 's recording ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
1167	1411 729 1572 777 1630	 what is the tracks of TOPIC_ENTITY 's tracks ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
837	322	 what is the TOPIC_ENTITY 's nationality 's events ?
299	476	 what is the TOPIC_ENTITY 's region 's teams ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
203	81	 what is the teams of TOPIC_ENTITY 's place_of_birth ?
1193	918 824 1131 1519 142 1315 1173 940 602 670 531	 what is the releases of TOPIC_ENTITY 's releases ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1365	476	 what is the TOPIC_ENTITY 's region 's tracks ?
661	1523	 what is the recording of TOPIC_ENTITY 's country ?
494	1106 930	 what is the format of TOPIC_ENTITY 's album ?
1519	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1121 1236 281	 what is the release of TOPIC_ENTITY 's release ?
1777	154	 what is the TOPIC_ENTITY 's governing_officials 's next_episode ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1731	576	 what is the artist of TOPIC_ENTITY 's genre ?
1228	1700	 what is the next_episode of TOPIC_ENTITY 's containedby ?
550	1700	 what is the TOPIC_ENTITY 's containedby 's recording ?
17	1739 639 529 45 184	 what is the place of TOPIC_ENTITY 's place ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
376	1523	 what is the TOPIC_ENTITY 's country 's teams ?
589	892 259	 what is the TOPIC_ENTITY 's track 's notable_types ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
602	918 824 1131 1519 142 1315 1173 1193 940 670 531	 what is the TOPIC_ENTITY 's recording 's release ?
1717	130	 what is the canonical_version of TOPIC_ENTITY 's canonical_version ?
1579	322	 what is the TOPIC_ENTITY 's nationality 's contains ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
376	1523 330	 what is the teams of TOPIC_ENTITY 's country ?
1694	918	 what is the TOPIC_ENTITY 's release 's releases ?
270	909	 what is the TOPIC_ENTITY 's album 's album ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1710	878 937 953	 what is the TOPIC_ENTITY 's track_list 's artist ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
1244	296	 what is the award_nominations of TOPIC_ENTITY 's award_nominations ?
661	1523	 what is the recording of TOPIC_ENTITY 's country ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
931	287	 what is the teams of TOPIC_ENTITY 's subjects ?
1662	322	 what is the TOPIC_ENTITY 's nationality 's recording ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
